block,read_write,timestamp
5690175,r,1858867482083
5690176,r,1858867482083
5690176,r,1858867482083
5690176,r,1858867482083
5690176,r,1858867482083
5690176,r,1858867482083
5690176,r,1858867482083
5690176,r,1858867482083
5690176,r,1858867482083
5690177,r,1858867482083
5690177,r,1858867482083
5690177,r,1858867482083
5690177,r,1858867482083
5690177,r,1858867482083
5690177,r,1858867482083
5690177,r,1858867482083
5690177,r,1858867482083
5970918,r,1858880578638
5970918,r,1858880578638
5970918,r,1858880578638
5970918,r,1858880578638
5970918,r,1858880578638
5970918,r,1858880578638
5970918,r,1858880578638
5970918,r,1858880578638
5970919,r,1858880578638
5970919,r,1858880578638
5970919,r,1858880578638
5970919,r,1858880578638
5970919,r,1858880578638
5970919,r,1858880578638
5970919,r,1858880578638
5970919,r,1858880578638
5970920,r,1858880578638
5970920,r,1858880578638
5970920,r,1858880578638
5970920,r,1858880578638
5970920,r,1858880578638
5970920,r,1858880578638
5970920,r,1858880578638
5970920,r,1858880578638
5970921,r,1858880578638
5970921,r,1858880578638
5970921,r,1858880578638
5970921,r,1858880578638
5970921,r,1858880578638
5970921,r,1858880578638
5970921,r,1858880578638
5970921,r,1858880578638
5970922,r,1858880578638
5970922,r,1858880578638
5970922,r,1858880578638
5970922,r,1858880578638
5970922,r,1858880578638
5970922,r,1858880578638
5970922,r,1858880578638
5970922,r,1858880578638
5970923,r,1858880578638
5970923,r,1858880578638
5970923,r,1858880578638
5970923,r,1858880578638
5970923,r,1858880578638
5970923,r,1858880578638
5970923,r,1858880578638
5970923,r,1858880578638
5970924,r,1858880578638
5970924,r,1858880578638
5970924,r,1858880578638
5970924,r,1858880578638
5970924,r,1858880578638
5970924,r,1858880578638
5970924,r,1858880578638
5970924,r,1858880578638
5970925,r,1858880578638
5970925,r,1858880578638
5970925,r,1858880578638
5970925,r,1858880578638
5970925,r,1858880578638
5970925,r,1858880578638
5970925,r,1858880578638
5970925,r,1858880578638
5970917,r,1858880607119
5970917,r,1858880607119
5970917,r,1858880607119
5970917,r,1858880607119
5970917,r,1858880607119
5970917,r,1858880607119
5970917,r,1858880607119
5970917,r,1858880607119
9211031,r,1858893169270
9211031,r,1858893169270
9211031,r,1858893169270
9211031,r,1858893169270
9211031,r,1858893169270
9211031,r,1858893169270
9211031,r,1858893169270
9211031,r,1858893169270
9211032,r,1858893169270
9211032,r,1858893169270
9211032,r,1858893169270
9211032,r,1858893169270
9211032,r,1858893169270
9211032,r,1858893169270
9211032,r,1858893169270
9211032,r,1858893169270
9211033,r,1858893169270
9211033,r,1858893169270
9211033,r,1858893169270
9211033,r,1858893169270
9211033,r,1858893169270
9211033,r,1858893169270
9211033,r,1858893169270
9211033,r,1858893169270
9211034,r,1858893169270
9211034,r,1858893169270
9211034,r,1858893169270
9211034,r,1858893169270
9211034,r,1858893169270
9211034,r,1858893169270
9211034,r,1858893169270
9211034,r,1858893169270
9211035,r,1858893169270
9211035,r,1858893169270
9211035,r,1858893169270
9211035,r,1858893169270
9211035,r,1858893169270
9211035,r,1858893169270
9211035,r,1858893169270
9211035,r,1858893169270
9211036,r,1858893169270
9211036,r,1858893169270
9211036,r,1858893169270
9211036,r,1858893169270
9211036,r,1858893169270
9211036,r,1858893169270
9211036,r,1858893169270
9211036,r,1858893169270
9211037,r,1858893169270
9211037,r,1858893169270
9211037,r,1858893169270
9211037,r,1858893169270
9211037,r,1858893169270
9211037,r,1858893169270
9211037,r,1858893169270
9211037,r,1858893169270
9211055,r,1858893196670
9211055,r,1858893196670
9211055,r,1858893196670
9211055,r,1858893196670
9211055,r,1858893196670
9211055,r,1858893196670
9211055,r,1858893196670
9211055,r,1858893196670
